Date,BTC,OIL,GOLD,SP500,VIX
2014-10-17,383.75799560546875,82.75,1238.300048828125,1886.760009765625,21.989999771118164
2014-10-18,391.4419860839844,,,,
2014-10-19,389.5459899902344,,,,
2014-10-20,382.8450012207031,82.70999908447266,1244.0,1904.010009765625,18.56999969482422
2014-10-21,386.4750061035156,82.80999755859375,1251.0,1941.280029296875,16.079999923706055
2014-10-22,383.1579895019531,80.5199966430664,1244.800048828125,1927.1099853515625,17.8700008392334
2014-10-23,358.4169921875,82.08999633789062,1228.5,1950.8199462890625,16.530000686645508
2014-10-24,358.3450012207031,81.01000213623047,1231.199951171875,1964.5799560546875,16.110000610351562
2014-10-25,347.27099609375,,,,
2014-10-26,354.7040100097656,,,,
2014-10-27,352.989013671875,81.0,1229.0999755859375,1961.6300048828125,16.040000915527344
2014-10-28,357.6180114746094,81.41999816894531,1229.199951171875,1985.050048828125,14.390000343322754
2014-10-29,335.59100341796875,82.19999694824219,1224.300048828125,1982.300048828125,15.149999618530273
2014-10-30,345.30499267578125,81.12000274658203,1198.0999755859375,1994.6500244140625,14.520000457763672
2014-10-31,338.3210144042969,80.54000091552734,1171.0999755859375,2018.050048828125,14.029999732971191
2014-11-01,325.7489929199219,,,,
2014-11-02,325.8919982910156,,,,
2014-11-03,327.5539855957031,78.77999877929688,1169.4000244140625,2017.81005859375,14.729999542236328
2014-11-04,330.49200439453125,77.19000244140625,1167.4000244140625,2012.0999755859375,14.890000343322754
2014-11-05,339.4859924316406,78.68000030517578,1145.4000244140625,2023.5699462890625,14.170000076293945
2014-11-06,349.2900085449219,77.91000366210938,1142.300048828125,2031.2099609375,13.670000076293945
2014-11-07,342.4150085449219,78.6500015258789,1169.5999755859375,2031.9200439453125,13.119999885559082
2014-11-08,345.4880065917969,,,,
2014-11-09,363.2640075683594,,,,
2014-11-10,366.92401123046875,77.4000015258789,1159.5999755859375,2038.260009765625,12.670000076293945
2014-11-11,367.69500732421875,77.94000244140625,1162.800048828125,2039.6800537109375,12.920000076293945
2014-11-12,423.5610046386719,77.18000030517578,1158.9000244140625,2038.25,13.020000457763672
2014-11-13,420.7349853515625,74.20999908447266,1161.0999755859375,2039.3299560546875,13.789999961853027
2014-11-14,397.8179931640625,75.81999969482422,1185.0,2039.8199462890625,13.3100004196167
2014-11-15,376.13299560546875,,,,
2014-11-16,387.8819885253906,,,,
2014-11-17,387.4079895019531,75.63999938964844,1183.0,2041.3199462890625,13.989999771118164
2014-11-18,375.197998046875,74.61000061035156,1196.699951171875,2051.800048828125,13.859999656677246
2014-11-19,380.55499267578125,74.58000183105469,1193.5999755859375,2048.719970703125,13.960000038146973
2014-11-20,357.8399963378906,75.58000183105469,1190.699951171875,2052.75,13.579999923706055
2014-11-21,350.8479919433594,76.51000213623047,1197.5,2063.5,12.899999618530273
2014-11-22,352.9200134277344,,,,
2014-11-23,367.572998046875,,,,
2014-11-24,376.9010009765625,75.77999877929688,1195.5,2069.409912109375,12.619999885559082
2014-11-25,375.3479919433594,74.08999633789062,1197.0999755859375,2067.030029296875,12.25
2014-11-26,368.3699951171875,73.69000244140625,1196.5999755859375,2072.830078125,12.069999694824219
2014-11-27,369.6700134277344,,,,
2014-11-28,376.4469909667969,66.1500015258789,1175.199951171875,2067.56005859375,13.329999923706055
2014-11-29,375.4909973144531,,,,
2014-11-30,378.0469970703125,,,,
2014-12-01,379.2449951171875,69.0,1218.0,2053.43994140625,14.15999984741211
2014-12-02,381.31500244140625,66.87999725341797,1199.199951171875,2066.550048828125,12.850000381469727
2014-12-03,375.010009765625,67.37999725341797,1208.5,2074.330078125,12.5
2014-12-04,369.60400390625,66.80999755859375,1207.5,2071.919921875,12.380000114440918
2014-12-05,376.85400390625,65.83999633789062,1190.0999755859375,2075.3701171875,11.890000343322754
2014-12-06,374.7850036621094,,,,
2014-12-07,375.0950012207031,,,,
2014-12-08,361.90899658203125,63.04999923706055,1194.699951171875,2060.31005859375,14.210000038146973
2014-12-09,352.218994140625,63.81999969482422,1231.5,2059.820068359375,15.350000381469727
2014-12-10,346.364990234375,60.939998626708984,1228.9000244140625,2026.1400146484375,18.530000686645508
2014-12-11,350.5060119628906,59.95000076293945,1225.0999755859375,2035.3299560546875,20.079999923706055
2014-12-12,352.5419921875,57.810001373291016,1222.0,2002.3299560546875,21.079999923706055
2014-12-13,347.3760070800781,,,,
2014-12-14,351.6319885253906,,,,
2014-12-15,345.3450012207031,55.90999984741211,1207.199951171875,1989.6300048828125,20.420000076293945
2014-12-16,327.06201171875,55.93000030517578,1193.9000244140625,1972.739990234375,23.56999969482422
2014-12-17,319.7760009765625,56.470001220703125,1194.300048828125,2012.8900146484375,19.440000534057617
2014-12-18,311.39599609375,54.11000061035156,1194.699951171875,2061.22998046875,16.809999465942383
2014-12-19,317.8429870605469,56.52000045776367,1195.9000244140625,2070.64990234375,16.489999771118164
2014-12-20,329.95599365234375,,,,
2014-12-21,320.8429870605469,,,,
2014-12-22,331.885986328125,55.2599983215332,1179.699951171875,2078.5400390625,15.25
2014-12-23,334.5719909667969,57.119998931884766,1177.9000244140625,2082.169921875,14.800000190734863
2014-12-24,322.53399658203125,55.84000015258789,1173.5,2081.8798828125,14.369999885559082
2014-12-25,319.00799560546875,,,,
2014-12-26,327.92401123046875,54.72999954223633,1195.300048828125,2088.77001953125,14.5
2014-12-27,315.8630065917969,,,,
2014-12-28,317.239013671875,,,,
2014-12-29,312.6700134277344,53.61000061035156,1181.699951171875,2090.570068359375,15.0600004196167
2014-12-30,310.73699951171875,54.119998931884766,1200.199951171875,2080.35009765625,15.920000076293945
2014-12-31,320.1929931640625,53.27000045776367,1183.9000244140625,2058.89990234375,19.200000762939453
2015-01-01,314.2489929199219,,,,
2015-01-02,315.0320129394531,52.689998626708984,1186.0,2058.199951171875,17.790000915527344
2015-01-03,281.0820007324219,,,,
2015-01-04,264.19500732421875,,,,
2015-01-05,274.4739990234375,50.040000915527344,1203.9000244140625,2020.5799560546875,19.920000076293945
2015-01-06,286.1889953613281,47.93000030517578,1219.300048828125,2002.6099853515625,21.1200008392334
2015-01-07,294.3370056152344,48.650001525878906,1210.5999755859375,2025.9000244140625,19.309999465942383
2015-01-08,283.3489990234375,48.790000915527344,1208.4000244140625,2062.139892578125,17.010000228881836
2015-01-09,290.4079895019531,48.36000061035156,1216.0,2044.81005859375,17.549999237060547
2015-01-10,274.7959899902344,,,,
2015-01-11,265.6600036621094,,,,
2015-01-12,267.7959899902344,46.06999969482422,1232.699951171875,2028.260009765625,19.600000381469727
2015-01-13,225.86099243164062,45.88999938964844,1234.300048828125,2023.030029296875,20.559999465942383
2015-01-14,178.10299682617188,48.47999954223633,1234.4000244140625,2011.27001953125,21.479999542236328
2015-01-15,209.843994140625,46.25,1264.699951171875,1992.6700439453125,22.389999389648438
2015-01-16,208.0970001220703,48.689998626708984,1276.9000244140625,2019.4200439453125,20.950000762939453
2015-01-17,199.25999450683594,,,,
2015-01-18,210.33900451660156,,,,
2015-01-19,214.86099243164062,,,,
2015-01-20,211.31500244140625,46.38999938964844,1294.199951171875,2022.550048828125,19.889999389648438
2015-01-21,226.89700317382812,47.779998779296875,1293.699951171875,2032.1199951171875,18.850000381469727
2015-01-22,233.406005859375,46.310001373291016,1300.699951171875,2063.14990234375,16.399999618530273
2015-01-23,232.87899780273438,45.59000015258789,1292.5999755859375,2051.820068359375,16.65999984741211
2015-01-24,247.8470001220703,,,,
2015-01-25,253.71800231933594,,,,
2015-01-26,273.4729919433594,45.150001525878906,1279.4000244140625,2057.090087890625,15.520000457763672
2015-01-27,263.4750061035156,46.22999954223633,1291.699951171875,2029.550048828125,17.219999313354492
2015-01-28,233.9149932861328,44.45000076293945,1285.9000244140625,2002.1600341796875,20.440000534057617
2015-01-29,233.51300048828125,44.529998779296875,1254.5999755859375,2021.25,18.760000228881836
2015-01-30,226.4250030517578,48.2400016784668,1278.5,1994.989990234375,20.969999313354492
2015-01-31,217.46400451660156,,,,
2015-02-01,226.9720001220703,,,,
2015-02-02,238.22900390625,49.56999969482422,1276.199951171875,2020.8499755859375,19.43000030517578
2015-02-03,227.26800537109375,53.04999923706055,1259.699951171875,2050.030029296875,17.329999923706055
2015-02-04,226.85299682617188,48.45000076293945,1263.800048828125,2041.510009765625,18.329999923706055
2015-02-05,217.11099243164062,50.47999954223633,1262.0,2062.52001953125,16.850000381469727
2015-02-06,222.26600646972656,51.689998626708984,1233.9000244140625,2055.469970703125,17.290000915527344
2015-02-07,227.75399780273438,,,,
2015-02-08,223.41200256347656,,,,
2015-02-09,220.11000061035156,52.86000061035156,1240.800048828125,2046.739990234375,18.549999237060547
2015-02-10,219.83900451660156,50.02000045776367,1231.5999755859375,2068.590087890625,17.229999542236328
2015-02-11,219.18499755859375,48.84000015258789,1219.0,2068.530029296875,16.959999084472656
2015-02-12,221.76400756835938,51.209999084472656,1220.0999755859375,2088.47998046875,15.34000015258789
2015-02-13,235.427001953125,52.779998779296875,1226.5,2096.989990234375,14.6899995803833
2015-02-14,257.3210144042969,,,,
2015-02-15,234.8249969482422,,,,
2015-02-16,233.84300231933594,,,,
2015-02-17,243.61000061035156,53.529998779296875,1208.0999755859375,2100.340087890625,15.800000190734863
2015-02-18,236.3260040283203,52.13999938964844,1199.699951171875,2099.679931640625,15.449999809265137
2015-02-19,240.2830047607422,51.15999984741211,1207.0999755859375,2097.449951171875,15.289999961853027
2015-02-20,243.7790069580078,50.34000015258789,1204.4000244140625,2110.300048828125,14.300000190734863
2015-02-21,244.53399658203125,,,,
2015-02-22,235.9770050048828,,,,
2015-02-23,238.89199829101562,49.45000076293945,1200.300048828125,2109.659912109375,14.5600004196167
2015-02-24,238.73500061035156,49.279998779296875,1196.9000244140625,2115.47998046875,13.6899995803833
2015-02-25,237.47000122070312,50.9900016784668,1201.0,2113.860107421875,13.84000015258789
2015-02-26,236.42599487304688,48.16999816894531,1209.5999755859375,2110.739990234375,13.90999984741211
2015-02-27,253.8280029296875,49.7599983215332,1212.5999755859375,2104.5,13.34000015258789
2015-02-28,254.26300048828125,,,,
2015-03-01,260.2019958496094,,,,
2015-03-02,275.6700134277344,49.59000015258789,1207.699951171875,2117.389892578125,13.039999961853027
2015-03-03,281.7019958496094,50.52000045776367,1204.0,2107.780029296875,13.859999656677246
2015-03-04,273.0920104980469,51.529998779296875,1200.5999755859375,2098.530029296875,14.229999542236328
2015-03-05,276.1780090332031,50.7599983215332,1195.9000244140625,2101.0400390625,14.039999961853027
2015-03-06,272.7229919433594,49.61000061035156,1164.0999755859375,2071.260009765625,15.199999809265137
2015-03-07,276.260986328125,,,,
2015-03-08,274.35400390625,,,,
2015-03-09,289.60699462890625,50.0,1166.4000244140625,2079.429931640625,15.0600004196167
2015-03-10,291.760009765625,48.290000915527344,1160.0999755859375,2044.1600341796875,16.690000534057617
2015-03-11,296.3789978027344,48.16999816894531,1150.699951171875,2040.239990234375,16.8700008392334
2015-03-12,294.35400390625,47.04999923706055,1152.0999755859375,2065.949951171875,15.420000076293945
2015-03-13,285.3370056152344,44.84000015258789,1152.5999755859375,2053.39990234375,16.0
2015-03-14,281.885009765625,,,,
2015-03-15,286.39300537109375,,,,
2015-03-16,290.5929870605469,43.880001068115234,1153.300048828125,2081.18994140625,15.609999656677246
2015-03-17,285.5050048828125,43.459999084472656,1148.300048828125,2074.280029296875,15.65999984741211
2015-03-18,256.29901123046875,44.65999984741211,1151.4000244140625,2099.5,13.970000267028809
2015-03-19,260.9280090332031,43.959999084472656,1169.0999755859375,2089.27001953125,14.069999694824219
2015-03-20,261.7489929199219,45.720001220703125,1184.800048828125,2108.10009765625,13.020000457763672
2015-03-21,260.0249938964844,,,,
2015-03-22,267.9599914550781,,,,
2015-03-23,266.739990234375,47.45000076293945,1188.0,2104.419921875,13.40999984741211
2015-03-24,245.59500122070312,47.5099983215332,1191.699951171875,2091.5,13.619999885559082
2015-03-25,246.19700622558594,49.209999084472656,1197.300048828125,2061.050048828125,15.4399995803833
2015-03-26,248.53199768066406,51.43000030517578,1205.0999755859375,2056.14990234375,15.800000190734863
2015-03-27,247.0290069580078,48.869998931884766,1199.800048828125,2061.02001953125,15.069999694824219
2015-03-28,252.79800415039062,,,,
2015-03-29,242.71299743652344,,,,
2015-03-30,247.5260009765625,48.68000030517578,1184.800048828125,2086.239990234375,14.510000228881836
2015-03-31,244.2239990234375,47.599998474121094,1183.0999755859375,2067.889892578125,15.289999961853027
2015-04-01,247.27200317382812,50.09000015258789,1208.0999755859375,2059.68994140625,15.109999656677246
2015-04-02,253.0050048828125,49.13999938964844,1200.9000244140625,2066.9599609375,14.670000076293945
2015-04-03,254.32200622558594,,,,
2015-04-04,253.69700622558594,,,,
2015-04-05,260.5979919433594,,,,
2015-04-06,255.49200439453125,52.13999938964844,1218.5999755859375,2080.6201171875,14.739999771118164
2015-04-07,253.17999267578125,53.97999954223633,1210.5999755859375,2076.330078125,14.779999732971191
2015-04-08,245.02200317382812,50.41999816894531,1203.0999755859375,2081.89990234375,13.979999542236328
2015-04-09,243.67599487304688,50.790000915527344,1193.5999755859375,2091.179931640625,13.09000015258789
2015-04-10,236.07200622558594,51.63999938964844,1204.5999755859375,2102.06005859375,12.579999923706055
2015-04-11,236.552001953125,,,,
2015-04-12,236.1529998779297,,,,
2015-04-13,224.58700561523438,51.90999984741211,1199.300048828125,2092.429931640625,13.9399995803833
2015-04-14,219.15899658203125,53.290000915527344,1192.800048828125,2095.840087890625,13.670000076293945
2015-04-15,223.83299255371094,56.38999938964844,1201.5,2106.6298828125,12.84000015258789
2015-04-16,228.572998046875,56.709999084472656,1198.0,2104.989990234375,12.600000381469727
2015-04-17,222.8820037841797,55.7400016784668,1202.9000244140625,2081.179931640625,13.890000343322754
2015-04-18,223.3560028076172,,,,
2015-04-19,222.60000610351562,,,,
2015-04-20,224.62600708007812,56.380001068115234,1193.5,2100.39990234375,13.300000190734863
2015-04-21,235.2689971923828,55.2599983215332,1202.9000244140625,2097.2900390625,13.25
2015-04-22,234.17599487304688,56.15999984741211,1186.9000244140625,2107.9599609375,12.710000038146973
2015-04-23,236.46200561523438,57.7400016784668,1194.4000244140625,2112.929931640625,12.479999542236328
2015-04-24,231.26800537109375,57.150001525878906,1175.199951171875,2117.68994140625,12.289999961853027
2015-04-25,226.38999938964844,,,,
2015-04-26,219.42999267578125,,,,
2015-04-27,229.28599548339844,56.9900016784668,1203.300048828125,2108.919921875,13.119999885559082
2015-04-28,225.85499572753906,57.060001373291016,1214.0,2114.760009765625,12.40999984741211
2015-04-29,225.80799865722656,58.58000183105469,1209.800048828125,2106.85009765625,13.390000343322754
2015-04-30,236.14500427246094,59.630001068115234,1182.4000244140625,2085.510009765625,14.550000190734863
2015-05-01,232.07899475097656,59.150001525878906,1174.5,2108.2900390625,12.699999809265137
2015-05-02,234.92999267578125,,,,
2015-05-03,240.35800170898438,,,,
2015-05-04,239.01800537109375,58.93000030517578,1186.800048828125,2114.489990234375,12.850000381469727
2015-05-05,236.12100219726562,60.400001525878906,1193.199951171875,2089.4599609375,14.3100004196167
2015-05-06,229.78199768066406,60.93000030517578,1190.300048828125,2080.14990234375,15.149999618530273
2015-05-07,237.33399963378906,58.939998626708984,1182.4000244140625,2088.0,15.130000114440918
2015-05-08,243.86300659179688,59.38999938964844,1189.0999755859375,2116.10009765625,12.859999656677246
2015-05-09,241.83200073242188,,,,
2015-05-10,240.29600524902344,,,,
2015-05-11,242.1580047607422,59.25,1183.199951171875,2105.330078125,13.850000381469727
2015-05-12,241.11199951171875,60.75,1192.5999755859375,2099.1201171875,13.859999656677246
2015-05-13,236.3769989013672,60.5,1218.4000244140625,2098.47998046875,13.760000228881836
2015-05-14,236.9290008544922,59.880001068115234,1225.4000244140625,2121.10009765625,12.739999771118164
2015-05-15,237.60499572753906,59.689998626708984,1225.5,2122.72998046875,12.380000114440918
2015-05-16,236.1529998779297,,,,
2015-05-17,236.802001953125,,,,
2015-05-18,233.1280059814453,59.43000030517578,1227.800048828125,2129.199951171875,12.729999542236328
2015-05-19,231.94700622558594,57.2599983215332,1206.9000244140625,2127.830078125,12.850000381469727
2015-05-20,234.01800537109375,58.97999954223633,1208.9000244140625,2125.85009765625,12.880000114440918
2015-05-21,235.343994140625,60.720001220703125,1204.4000244140625,2130.820068359375,12.109999656677246
2015-05-22,240.34800720214844,59.720001220703125,1204.300048828125,2126.06005859375,12.130000114440918
2015-05-23,238.8719940185547,,,,
2015-05-24,240.9530029296875,,,,
2015-05-25,237.11000061035156,,,,
2015-05-26,237.11599731445312,58.029998779296875,1187.199951171875,2104.199951171875,14.0600004196167
2015-05-27,237.2830047607422,57.5099983215332,1185.9000244140625,2123.47998046875,13.270000457763672
2015-05-28,237.4080047607422,57.68000030517578,1188.0999755859375,2120.7900390625,13.3100004196167
2015-05-29,237.0959930419922,60.29999923706055,1189.4000244140625,2107.389892578125,13.84000015258789
2015-05-30,233.34500122070312,,,,
2015-05-31,230.19000244140625,,,,
2015-06-01,222.92599487304688,60.20000076293945,1188.300048828125,2111.72998046875,13.970000267028809
2015-06-02,225.80299377441406,61.2599983215332,1194.0999755859375,2109.60009765625,14.239999771118164
2015-06-03,225.87399291992188,59.63999938964844,1184.699951171875,2114.070068359375,13.65999984741211
2015-06-04,224.32400512695312,58.0,1174.9000244140625,2095.840087890625,14.710000038146973
2015-06-05,224.95199584960938,59.130001068115234,1167.800048828125,2092.830078125,14.210000038146973
2015-06-06,225.61900329589844,,,,
2015-06-07,222.88099670410156,,,,
2015-06-08,228.48899841308594,58.13999938964844,1173.199951171875,2079.280029296875,15.289999961853027
2015-06-09,229.04800415039062,60.13999938964844,1177.300048828125,2080.14990234375,14.470000267028809
2015-06-10,228.80299377441406,61.43000030517578,1186.0999755859375,2105.199951171875,13.220000267028809
2015-06-11,229.7050018310547,60.77000045776367,1179.9000244140625,2108.860107421875,12.850000381469727
2015-06-12,229.98199462890625,59.959999084472656,1178.800048828125,2094.110107421875,13.779999732971191
2015-06-13,232.40199279785156,,,,
2015-06-14,233.54299926757812,,,,
2015-06-15,236.822998046875,59.52000045776367,1185.300048828125,2084.429931640625,15.390000343322754
2015-06-16,250.89500427246094,59.970001220703125,1180.5,2096.2900390625,14.8100004196167
2015-06-17,249.28399658203125,59.91999816894531,1176.4000244140625,2100.43994140625,14.5
2015-06-18,249.0070037841797,60.45000076293945,1201.5,2121.239990234375,13.1899995803833
2015-06-19,244.6060028076172,59.61000061035156,1201.5,2109.989990234375,13.960000038146973
2015-06-20,245.21200561523438,,,,
2015-06-21,243.94400024414062,,,,
2015-06-22,246.99000549316406,59.68000030517578,1183.699951171875,2122.85009765625,12.739999771118164
2015-06-23,244.29600524902344,61.0099983215332,1176.199951171875,2124.199951171875,12.109999656677246
2015-06-24,240.51499938964844,60.27000045776367,1172.5999755859375,2108.580078125,13.260000228881836
2015-06-25,242.7989959716797,59.70000076293945,1171.5,2102.31005859375,14.010000228881836
2015-06-26,243.593994140625,59.630001068115234,1172.9000244140625,2101.489990234375,14.020000457763672
2015-06-27,250.99000549316406,,,,
2015-06-28,249.01100158691406,,,,
2015-06-29,257.0639953613281,58.33000183105469,1178.5,2057.639892578125,18.850000381469727
2015-06-30,263.0719909667969,59.470001220703125,1171.5,2063.110107421875,18.229999542236328
2015-07-01,258.6210021972656,56.959999084472656,1169.0,2077.419921875,16.09000015258789
2015-07-02,255.41200256347656,56.93000030517578,1163.0,2076.780029296875,16.790000915527344
2015-07-03,256.33599853515625,,,,
2015-07-04,260.885986328125,,,,
2015-07-05,271.9129943847656,,,,
2015-07-06,269.0299987792969,52.529998779296875,1172.9000244140625,2068.760009765625,17.010000228881836
2015-07-07,266.2070007324219,52.33000183105469,1152.4000244140625,2081.340087890625,16.09000015258789
2015-07-08,270.7850036621094,51.650001525878906,1163.300048828125,2046.6800537109375,19.65999984741211
2015-07-09,269.2279968261719,52.779998779296875,1159.0,2051.31005859375,19.969999313354492
2015-07-10,284.8940124511719,52.7400016784668,1157.699951171875,2076.6201171875,16.829999923706055
2015-07-11,293.114990234375,,,,
2015-07-12,310.86700439453125,,,,
2015-07-13,292.0539855957031,52.20000076293945,1155.199951171875,2099.60009765625,13.899999618530273
2015-07-14,287.4639892578125,53.040000915527344,1153.300048828125,2108.949951171875,13.369999885559082
2015-07-15,285.8290100097656,51.40999984741211,1147.199951171875,2107.39990234375,13.229999542236328
2015-07-16,278.0889892578125,50.90999984741211,1143.800048828125,2124.2900390625,12.109999656677246
2015-07-17,279.47198486328125,50.88999938964844,1131.800048828125,2126.639892578125,11.949999809265137
2015-07-18,274.9010009765625,,,,
2015-07-19,273.614013671875,,,,
2015-07-20,278.9809875488281,50.150001525878906,1106.699951171875,2128.280029296875,12.25
2015-07-21,275.8330078125,50.36000061035156,1103.4000244140625,2119.2099609375,12.220000267028809
2015-07-22,277.22198486328125,49.189998626708984,1091.4000244140625,2114.14990234375,12.119999885559082
2015-07-23,276.04901123046875,48.45000076293945,1094.0,2102.14990234375,12.640000343322754
2015-07-24,288.27801513671875,48.13999938964844,1085.5999755859375,2079.64990234375,13.739999771118164
2015-07-25,288.6969909667969,,,,
2015-07-26,292.6860046386719,,,,
2015-07-27,293.6239929199219,47.38999938964844,1096.5,2067.639892578125,15.600000381469727
2015-07-28,294.427001953125,47.97999954223633,1096.300048828125,2093.25,13.4399995803833
2015-07-29,289.5899963378906,48.790000915527344,1092.699951171875,2108.570068359375,12.5
2015-07-30,287.72198486328125,48.52000045776367,1088.4000244140625,2108.6298828125,12.130000114440918
2015-07-31,284.6499938964844,47.119998931884766,1094.9000244140625,2103.840087890625,12.119999885559082
2015-08-01,281.60101318359375,,,,
2015-08-02,282.614013671875,,,,
2015-08-03,281.22698974609375,45.16999816894531,1089.4000244140625,2098.0400390625,12.5600004196167
2015-08-04,285.2179870605469,45.7400016784668,1090.699951171875,2093.320068359375,13.0
2015-08-05,281.8819885253906,45.150001525878906,1085.699951171875,2099.840087890625,12.510000228881836
2015-08-06,278.5769958496094,44.65999984741211,1090.199951171875,2083.56005859375,13.770000457763672
2015-08-07,279.5849914550781,43.869998931884766,1094.0999755859375,2077.570068359375,13.390000343322754
2015-08-08,260.99700927734375,,,,
2015-08-09,265.0830078125,,,,
2015-08-10,264.4700012207031,44.959999084472656,1104.199951171875,2104.179931640625,12.229999542236328
2015-08-11,270.385986328125,43.08000183105469,1107.5999755859375,2084.070068359375,13.710000038146973
2015-08-12,266.3760070800781,43.29999923706055,1123.199951171875,2086.050048828125,13.609999656677246
2015-08-13,264.0799865722656,42.22999954223633,1115.699951171875,2083.389892578125,13.489999771118164
2015-08-14,265.67999267578125,42.5,1112.9000244140625,2091.5400390625,12.829999923706055
2015-08-15,261.5509948730469,,,,
2015-08-16,258.5069885253906,,,,
2015-08-17,257.97601318359375,41.869998931884766,1118.5999755859375,2102.43994140625,13.020000457763672
2015-08-18,211.07899475097656,42.619998931884766,1117.0999755859375,2096.919921875,13.789999961853027
2015-08-19,226.6840057373047,40.79999923706055,1128.0999755859375,2079.610107421875,15.25
2015-08-20,235.35000610351562,41.13999938964844,1153.0,2035.72998046875,19.139999389648438
2015-08-21,232.56900024414062,40.45000076293945,1159.5999755859375,1970.8900146484375,28.030000686645508
2015-08-22,230.38999938964844,,,,
2015-08-23,228.16900634765625,,,,
2015-08-24,210.4949951171875,38.2400016784668,1153.4000244140625,1893.2099609375,40.7400016784668
2015-08-25,221.60899353027344,39.310001373291016,1138.199951171875,1867.6099853515625,36.02000045776367
2015-08-26,225.83099365234375,38.599998474121094,1124.5999755859375,1940.510009765625,30.31999969482422
2015-08-27,224.7689971923828,42.560001373291016,1122.4000244140625,1987.6600341796875,26.100000381469727
2015-08-28,231.39599609375,45.220001220703125,1133.0999755859375,1988.8699951171875,26.049999237060547
2015-08-29,229.77999877929688,,,,
2015-08-30,228.76100158691406,,,,
2015-08-31,230.05599975585938,49.20000076293945,1131.5999755859375,1972.1800537109375,28.43000030517578
2015-09-01,228.12100219726562,45.40999984741211,1138.699951171875,1913.8499755859375,31.399999618530273
2015-09-02,229.28399658203125,46.25,1132.5,1948.8599853515625,26.09000015258789
2015-09-03,227.18299865722656,46.75,1123.699951171875,1951.1300048828125,25.610000610351562
2015-09-04,230.29800415039062,46.04999923706055,1120.5999755859375,1921.219970703125,27.799999237060547
2015-09-05,235.0189971923828,,,,
2015-09-06,239.83999633789062,,,,
2015-09-07,239.8470001220703,,,,
2015-09-08,243.60699462890625,45.939998626708984,1120.4000244140625,1969.4100341796875,24.899999618530273
2015-09-09,238.16799926757812,44.150001525878906,1102.199951171875,1942.0400390625,26.229999542236328
2015-09-10,238.4770050048828,45.91999816894531,1109.5,1952.2900390625,24.3700008392334
2015-09-11,240.10699462890625,44.630001068115234,1103.5,1961.050048828125,23.200000762939453
2015-09-12,235.22900390625,,,,
2015-09-13,230.51199340820312,,,,
2015-09-14,230.6439971923828,44.0,1107.699951171875,1953.030029296875,24.25
2015-09-15,230.3040008544922,44.59000015258789,1102.800048828125,1978.0899658203125,22.540000915527344
2015-09-16,229.09100341796875,47.150001525878906,1119.199951171875,1995.31005859375,21.350000381469727
2015-09-17,229.80999755859375,46.900001525878906,1117.300048828125,1990.199951171875,21.139999389648438
2015-09-18,232.97500610351562,44.68000030517578,1138.0999755859375,1958.030029296875,22.280000686645508
2015-09-19,231.4929962158203,,,,
2015-09-20,231.21200561523438,,,,
